Project,Hack,Student,Grader Name,Grader Email,User Requirement,Info Viz Score,Novelty Score,Tech Score,The % of participants whose Tech score below your score,The % of participants whose User Requirement score below your score,The % of participants whose InfoViz score below your score,The % of participants whose Nolvelty score below your score,Phase
kancas,Bogota-Hack-2-2017,kancas,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,40,29.17,75,- - -,- - -,52.78,27.78,75,4th Phase
kancas,Bogota-Hack-2-2017,kancas,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,28.95,- - -,- - -,- - -,4th Phase
Gantiva,Bogota-Hack-2-2017,Gantiva,uxjudge5,purdueironhack+uxjudge5@gmail.com,100,75,0,- - -,- - -,86.11,94.44,0,4th Phase
Gantiva,Bogota-Hack-2-2017,Gantiva,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,62.5,28.95,- - -,- - -,- - -,4th Phase
Dandarprox,Bogota-Hack-2-2017,Dandarprox,uxjudge4,purdueironhack+uxjudge4@gmail.com,80,58.33,0,- - -,- - -,75,66.67,0,4th Phase
Dandarprox,Bogota-Hack-2-2017,Dandarprox,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,52.63,- - -,- - -,- - -,4th Phase
debeltranc,Bogota-Hack-2-2017,debeltranc,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,25,25,- - -,- - -,0,0,44.44,4th Phase
debeltranc,Bogota-Hack-2-2017,debeltranc,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,50,18.42,- - -,- - -,- - -,4th Phase
ykchautai,Bogota-Hack-2-2017,ykchautai,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,52.63,- - -,- - -,- - -,4th Phase
ykchautai,Bogota-Hack-2-2017,ykchautai,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,41.67,62.5,- - -,- - -,19.44,55.56,63.89,4th Phase
ligibrial,Bogota-Hack-2-2017,ligibrial,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,12.5,- - -,- - -,0,41.67,41.67,4th Phase
ligibrial,Bogota-Hack-2-2017,ligibrial,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,28.95,- - -,- - -,- - -,4th Phase
davidrh195,Bogota-Hack-2-2017,davidrh195,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,0,- - -,- - -,19.44,0,0,4th Phase
davidrh195,Bogota-Hack-2-2017,davidrh195,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,28.95,- - -,- - -,- - -,4th Phase
JulianaNino,Bogota-Hack-2-2017,JulianaNino,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,29.17,0,- - -,- - -,19.44,27.78,0,4th Phase
JulianaNino,Bogota-Hack-2-2017,JulianaNino,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,52.63,- - -,- - -,- - -,4th Phase
luegilca,Bogota-Hack-2-2017,luegilca,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,29.17,25,- - -,- - -,0,27.78,44.44,4th Phase
luegilca,Bogota-Hack-2-2017,luegilca,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,28.95,- - -,- - -,- - -,4th Phase
Yelis3,Bogota-Hack-2-2017,Yelis3,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,80,66.67,0,- - -,- - -,75,86.11,0,4th Phase
Yelis3,Bogota-Hack-2-2017,Yelis3,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,81.58,- - -,- - -,- - -,4th Phase
begarzonf,Bogota-Hack-2-2017,begarzonf,uxjudge4,purdueironhack+uxjudge4@gmail.com,40,25,75,- - -,- - -,52.78,0,75,4th Phase
begarzonf,Bogota-Hack-2-2017,begarzonf,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,52.63,- - -,- - -,- - -,4th Phase
kmendezp96,Bogota-Hack-2-2017,kmendezp96,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,40,45.83,58.33,- - -,- - -,52.78,58.33,61.11,4th Phase
kmendezp96,Bogota-Hack-2-2017,kmendezp96,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,28.95,- - -,- - -,- - -,4th Phase
leguzman,Bogota-Hack-2-2017,leguzman,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,40,62.5,87.5,- - -,- - -,52.78,77.78,86.11,4th Phase
leguzman,Bogota-Hack-2-2017,leguzman,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,100,94.74,- - -,- - -,- - -,4th Phase
luealfonsoru,Bogota-Hack-2-2017,luealfonsoru,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,0,44.44,4th Phase
luealfonsoru,Bogota-Hack-2-2017,luealfonsoru,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,87.5,81.58,- - -,- - -,- - -,4th Phase
oserasoa,Bogota-Hack-2-2017,oserasoa,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,33.33,25,- - -,- - -,19.44,41.67,44.44,4th Phase
oserasoa,Bogota-Hack-2-2017,oserasoa,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,37.5,10.53,- - -,- - -,- - -,4th Phase
xdanielsb,Bogota-Hack-2-2017,xdanielsb,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,18.42,- - -,- - -,- - -,4th Phase
xdanielsb,Bogota-Hack-2-2017,xdanielsb,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,0,25,0,- - -,- - -,0,0,0,4th Phase
