Project,Hack,Student,Grader Name,Grader Email,User Requirement,Info Viz Score,Novelty Score,Tech Score,The % of participants whose Tech score below your score,The % of participants whose User Requirement score below your score,The % of participants whose InfoViz score below your score,The % of participants whose Nolvelty score below your score,Phase
jonatan360,Bogota-Hack-1-2017,jonatan360,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,60,79.17,93.75,- - -,- - -,70.27,97.3,86.49,3rd Phase
jonatan360,Bogota-Hack-1-2017,jonatan360,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,100,90.24,- - -,- - -,- - -,3rd Phase
jesusfchavarro,Bogota-Hack-1-2017,jesusfchavarro,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,100,70.83,100,- - -,- - -,89.19,94.59,89.19,3rd Phase
jesusfchavarro,Bogota-Hack-1-2017,jesusfchavarro,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,60.98,- - -,- - -,- - -,3rd Phase
stevenbustos,Bogota-Hack-1-2017,stevenbustos,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,0,- - -,- - -,18.92,37.84,0,3rd Phase
stevenbustos,Bogota-Hack-1-2017,stevenbustos,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,24.39,- - -,- - -,- - -,3rd Phase
jufcontrerasco,Bogota-Hack-1-2017,jufcontrerasco,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,33.33,25,- - -,- - -,18.92,37.84,37.84,3rd Phase
jufcontrerasco,Bogota-Hack-1-2017,jufcontrerasco,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,50,24.39,- - -,- - -,- - -,3rd Phase
dsbarrerag,Bogota-Hack-1-2017,dsbarrerag,uxjudge5,purdueironhack+uxjudge5@gmail.com,100,62.5,87.5,- - -,- - -,89.19,83.78,70.27,3rd Phase
dsbarrerag,Bogota-Hack-1-2017,dsbarrerag,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,60.98,- - -,- - -,- - -,3rd Phase
wolfstain,Bogota-Hack-1-2017,wolfstain,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,25,62.5,- - -,- - -,18.92,2.7,48.65,3rd Phase
wolfstain,Bogota-Hack-1-2017,wolfstain,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,85.37,- - -,- - -,- - -,3rd Phase
Zeugmax,Bogota-Hack-1-2017,Zeugmax,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,3rd Phase
kastellanos,Bogota-Hack-1-2017,kastellanos,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,3rd Phase
JairVillalba,Bogota-Hack-1-2017,JairVillalba,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,41.46,- - -,- - -,- - -,3rd Phase
miaborjaac,Bogota-Hack-1-2017,miaborjaac,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,80,58.33,87.5,- - -,- - -,78.38,64.86,70.27,3rd Phase
miaborjaac,Bogota-Hack-1-2017,miaborjaac,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,60.98,- - -,- - -,- - -,3rd Phase
ivdgonzalezco,Bogota-Hack-1-2017,ivdgonzalezco,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,29.17,0,- - -,- - -,18.92,21.62,0,3rd Phase
ivdgonzalezco,Bogota-Hack-1-2017,ivdgonzalezco,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,60.98,- - -,- - -,- - -,3rd Phase
maikellPardo,Bogota-Hack-1-2017,maikellPardo,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,37.84,37.84,3rd Phase
maikellPardo,Bogota-Hack-1-2017,maikellPardo,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,3rd Phase
Christian7sr,Bogota-Hack-1-2017,Christian7sr,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,29.17,0,- - -,- - -,18.92,21.62,0,3rd Phase
Christian7sr,Bogota-Hack-1-2017,Christian7sr,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,60.98,- - -,- - -,- - -,3rd Phase
jsnarvaezb,Bogota-Hack-1-2017,jsnarvaezb,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,58.33,87.5,- - -,- - -,18.92,64.86,70.27,3rd Phase
jsnarvaezb,Bogota-Hack-1-2017,jsnarvaezb,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,41.46,- - -,- - -,- - -,3rd Phase
gfalbarracinr,Bogota-Hack-1-2017,gfalbarracinr,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,0,25,0,- - -,- - -,0,2.7,0,3rd Phase
gfalbarracinr,Bogota-Hack-1-2017,gfalbarracinr,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,50,24.39,- - -,- - -,- - -,3rd Phase
aldiazve,Bogota-Hack-1-2017,aldiazve,uxjudge4,purdueironhack+uxjudge4@gmail.com,40,45.83,68.75,- - -,- - -,64.86,56.76,59.46,3rd Phase
aldiazve,Bogota-Hack-1-2017,aldiazve,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,60.98,- - -,- - -,- - -,3rd Phase
diegoaguevarar,Bogota-Hack-1-2017,diegoaguevarar,uxjudge5,purdueironhack+uxjudge5@gmail.com,100,62.5,87.5,- - -,- - -,89.19,83.78,70.27,3rd Phase
diegoaguevarar,Bogota-Hack-1-2017,diegoaguevarar,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,60.98,- - -,- - -,- - -,3rd Phase
fevargasmo,Bogota-Hack-1-2017,fevargasmo,uxjudge5,purdueironhack+uxjudge5@gmail.com,80,58.33,100,- - -,- - -,78.38,64.86,89.19,3rd Phase
fevargasmo,Bogota-Hack-1-2017,fevargasmo,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,60.98,- - -,- - -,- - -,3rd Phase
jmhurtadoc,Bogota-Hack-1-2017,jmhurtadoc,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,37.84,37.84,3rd Phase
jmhurtadoc,Bogota-Hack-1-2017,jmhurtadoc,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,41.46,- - -,- - -,- - -,3rd Phase
anfmorenoso,Bogota-Hack-1-2017,anfmorenoso,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,33.33,0,- - -,- - -,18.92,37.84,0,3rd Phase
anfmorenoso,Bogota-Hack-1-2017,anfmorenoso,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,41.46,- - -,- - -,- - -,3rd Phase
nabautistal,Bogota-Hack-1-2017,nabautistal,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,29.17,0,- - -,- - -,18.92,21.62,0,3rd Phase
nabautistal,Bogota-Hack-1-2017,nabautistal,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,17.07,- - -,- - -,- - -,3rd Phase
crigar,Bogota-Hack-1-2017,crigar,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,0,- - -,- - -,18.92,2.7,0,3rd Phase
crigar,Bogota-Hack-1-2017,crigar,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,17.07,- - -,- - -,- - -,3rd Phase
jiapulidoar,Bogota-Hack-1-2017,jiapulidoar,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,40,66.67,75,- - -,- - -,64.86,91.89,62.16,3rd Phase
jiapulidoar,Bogota-Hack-1-2017,jiapulidoar,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,100,90.24,- - -,- - -,- - -,3rd Phase
jsviveroj,Bogota-Hack-1-2017,jsviveroj,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,60,58.33,87.5,- - -,- - -,70.27,64.86,70.27,3rd Phase
jsviveroj,Bogota-Hack-1-2017,jsviveroj,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,87.5,85.37,- - -,- - -,- - -,3rd Phase
daandradec,Bogota-Hack-1-2017,daandradec,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,58.33,62.5,- - -,- - -,18.92,64.86,48.65,3rd Phase
daandradec,Bogota-Hack-1-2017,daandradec,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,100,90.24,- - -,- - -,- - -,3rd Phase
jcrubioa,Bogota-Hack-1-2017,jcrubioa,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,29.17,81.25,- - -,- - -,18.92,21.62,67.57,3rd Phase
jcrubioa,Bogota-Hack-1-2017,jcrubioa,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,60.98,- - -,- - -,- - -,3rd Phase
joahernandezca,Bogota-Hack-1-2017,joahernandezca,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,37.84,37.84,3rd Phase
joahernandezca,Bogota-Hack-1-2017,joahernandezca,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,50,24.39,- - -,- - -,- - -,3rd Phase
