Project,Hack,Student,Grader Name,Grader Email,User Requirement,Info Viz Score,Novelty Score,Tech Score,The % of participants whose Tech score below your score,The % of participants whose User Requirement score below your score,The % of participants whose InfoViz score below your score,The % of participants whose Nolvelty score below your score,Phase
juasmartinezbel,Bogota-Hack-2-2017,juasmartinezbel,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,80,54.17,87.5,- - -,- - -,91.67,86.11,77.78,2nd Phase
juasmartinezbel,Bogota-Hack-2-2017,juasmartinezbel,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,66.67,- - -,- - -,- - -,2nd Phase
mdbelloc,Bogota-Hack-2-2017,mdbelloc,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,0,33.33,2nd Phase
mdbelloc,Bogota-Hack-2-2017,mdbelloc,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,75,66.67,- - -,- - -,- - -,2nd Phase
CSebasGomez,Bogota-Hack-2-2017,CSebasGomez,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,12.5,0,- - -,- - -,- - -,2nd Phase
diegocruz10,Bogota-Hack-2-2017,diegocruz10,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,58.33,0,- - -,- - -,33.33,94.44,0,2nd Phase
diegocruz10,Bogota-Hack-2-2017,diegocruz10,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,50,23.81,- - -,- - -,- - -,2nd Phase
crarojasca,Bogota-Hack-2-2017,crarojasca,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,0,- - -,- - -,33.33,0,0,2nd Phase
crarojasca,Bogota-Hack-2-2017,crarojasca,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,12.5,0,- - -,- - -,- - -,2nd Phase
sagilm,Bogota-Hack-2-2017,sagilm,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,0,33.33,0,- - -,- - -,0,47.22,0,2nd Phase
sagilm,Bogota-Hack-2-2017,sagilm,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,14.29,- - -,- - -,- - -,2nd Phase
idrojasf,Bogota-Hack-2-2017,idrojasf,uxjudge5,purdueironhack+uxjudge5@gmail.com,60,45.83,25,- - -,- - -,80.56,80.56,33.33,2nd Phase
idrojasf,Bogota-Hack-2-2017,idrojasf,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,37.5,14.29,- - -,- - -,- - -,2nd Phase
raulramirezp,Bogota-Hack-2-2017,raulramirezp,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,40,29.17,75,- - -,- - -,69.44,27.78,69.44,2nd Phase
raulramirezp,Bogota-Hack-2-2017,raulramirezp,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,66.67,- - -,- - -,- - -,2nd Phase
tres-iqus,Bogota-Hack-2-2017,tres-iqus,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,12.5,0,- - -,- - -,- - -,2nd Phase
fabianr23,Bogota-Hack-2-2017,fabianr23,uxjudge5,purdueironhack+uxjudge5@gmail.com,80,62.5,87.5,- - -,- - -,91.67,97.22,77.78,2nd Phase
fabianr23,Bogota-Hack-2-2017,fabianr23,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,100,97.62,- - -,- - -,- - -,2nd Phase
jhriverasa,Bogota-Hack-2-2017,jhriverasa,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,29.17,87.5,- - -,- - -,33.33,27.78,77.78,2nd Phase
jhriverasa,Bogota-Hack-2-2017,jhriverasa,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,87.5,83.33,- - -,- - -,- - -,2nd Phase
jhcardenasa,Bogota-Hack-2-2017,jhcardenasa,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,12.5,0,- - -,- - -,- - -,2nd Phase
jhonsd1996,Bogota-Hack-2-2017,jhonsd1996,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,66.67,- - -,- - -,- - -,2nd Phase
JuanitoAli,Bogota-Hack-2-2017,JuanitoAli,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,80,54.17,87.5,- - -,- - -,91.67,86.11,77.78,2nd Phase
JuanitoAli,Bogota-Hack-2-2017,JuanitoAli,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,42.86,- - -,- - -,- - -,2nd Phase
Davsatu313,Bogota-Hack-2-2017,Davsatu313,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,54.17,75,- - -,- - -,33.33,86.11,69.44,2nd Phase
Davsatu313,Bogota-Hack-2-2017,Davsatu313,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,87.5,83.33,- - -,- - -,- - -,2nd Phase
cesarochoa2006,Bogota-Hack-2-2017,cesarochoa2006,uxjudge4,purdueironhack+uxjudge4@gmail.com,60,45.83,87.5,- - -,- - -,80.56,80.56,77.78,2nd Phase
cesarochoa2006,Bogota-Hack-2-2017,cesarochoa2006,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,42.86,- - -,- - -,- - -,2nd Phase
jjmuesesq,Bogota-Hack-2-2017,jjmuesesq,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,29.17,87.5,- - -,- - -,33.33,27.78,77.78,2nd Phase
jjmuesesq,Bogota-Hack-2-2017,jjmuesesq,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,50,23.81,- - -,- - -,- - -,2nd Phase
jucjimenezmo,Bogota-Hack-2-2017,jucjimenezmo,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,29.17,0,- - -,- - -,33.33,27.78,0,2nd Phase
jucjimenezmo,Bogota-Hack-2-2017,jucjimenezmo,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,50,23.81,- - -,- - -,- - -,2nd Phase
kancas,Bogota-Hack-2-2017,kancas,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,33.33,87.5,- - -,- - -,80.56,47.22,77.78,2nd Phase
kancas,Bogota-Hack-2-2017,kancas,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,42.86,- - -,- - -,- - -,2nd Phase
Gantiva,Bogota-Hack-2-2017,Gantiva,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,33.33,25,- - -,- - -,0,47.22,33.33,2nd Phase
Gantiva,Bogota-Hack-2-2017,Gantiva,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,66.67,- - -,- - -,- - -,2nd Phase
Dandarprox,Bogota-Hack-2-2017,Dandarprox,uxjudge4,purdueironhack+uxjudge4@gmail.com,40,33.33,0,- - -,- - -,69.44,47.22,0,2nd Phase
Dandarprox,Bogota-Hack-2-2017,Dandarprox,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,42.86,- - -,- - -,- - -,2nd Phase
debeltranc,Bogota-Hack-2-2017,debeltranc,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,25,0,- - -,- - -,0,0,0,2nd Phase
debeltranc,Bogota-Hack-2-2017,debeltranc,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,50,23.81,- - -,- - -,- - -,2nd Phase
ykchautai,Bogota-Hack-2-2017,ykchautai,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,37.5,0,- - -,- - -,33.33,72.22,0,2nd Phase
ykchautai,Bogota-Hack-2-2017,ykchautai,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,42.86,- - -,- - -,- - -,2nd Phase
ligibrial,Bogota-Hack-2-2017,ligibrial,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,47.22,33.33,2nd Phase
ligibrial,Bogota-Hack-2-2017,ligibrial,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,50,23.81,- - -,- - -,- - -,2nd Phase
davidrh195,Bogota-Hack-2-2017,davidrh195,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,0,- - -,- - -,33.33,0,0,2nd Phase
davidrh195,Bogota-Hack-2-2017,davidrh195,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,66.67,- - -,- - -,- - -,2nd Phase
JulianaNino,Bogota-Hack-2-2017,JulianaNino,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,0,29.17,0,- - -,- - -,0,27.78,0,2nd Phase
JulianaNino,Bogota-Hack-2-2017,JulianaNino,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,42.86,- - -,- - -,- - -,2nd Phase
luegilca,Bogota-Hack-2-2017,luegilca,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,0,33.33,2nd Phase
luegilca,Bogota-Hack-2-2017,luegilca,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,42.86,- - -,- - -,- - -,2nd Phase
Yelis3,Bogota-Hack-2-2017,Yelis3,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,41.67,62.5,- - -,- - -,33.33,75,63.89,2nd Phase
Yelis3,Bogota-Hack-2-2017,Yelis3,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,83.33,- - -,- - -,- - -,2nd Phase
begarzonf,Bogota-Hack-2-2017,begarzonf,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,0,- - -,- - -,33.33,0,0,2nd Phase
begarzonf,Bogota-Hack-2-2017,begarzonf,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,42.86,- - -,- - -,- - -,2nd Phase
kmendezp96,Bogota-Hack-2-2017,kmendezp96,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,40,33.33,62.5,- - -,- - -,69.44,47.22,63.89,2nd Phase
kmendezp96,Bogota-Hack-2-2017,kmendezp96,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,75,66.67,- - -,- - -,- - -,2nd Phase
leguzman,Bogota-Hack-2-2017,leguzman,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,40,41.67,75,- - -,- - -,69.44,75,69.44,2nd Phase
leguzman,Bogota-Hack-2-2017,leguzman,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,87.5,83.33,- - -,- - -,- - -,2nd Phase
luealfonsoru,Bogota-Hack-2-2017,luealfonsoru,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,0,33.33,2nd Phase
luealfonsoru,Bogota-Hack-2-2017,luealfonsoru,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,87.5,83.33,- - -,- - -,- - -,2nd Phase
oserasoa,Bogota-Hack-2-2017,oserasoa,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,47.22,33.33,2nd Phase
oserasoa,Bogota-Hack-2-2017,oserasoa,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,37.5,14.29,- - -,- - -,- - -,2nd Phase
lsfinite,Bogota-Hack-2-2017,lsfinite,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,0,33.33,2nd Phase
lsfinite,Bogota-Hack-2-2017,lsfinite,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,50,23.81,- - -,- - -,- - -,2nd Phase
xdanielsb,Bogota-Hack-2-2017,xdanielsb,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,0,25,0,- - -,- - -,0,0,0,2nd Phase
xdanielsb,Bogota-Hack-2-2017,xdanielsb,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,42.86,- - -,- - -,- - -,2nd Phase
