Project,Hack,Student,Grader Name,Grader Email,User Requirement,Info Viz Score,Novelty Score,Tech Score,The % of participants whose Tech score below your score,The % of participants whose User Requirement score below your score,The % of participants whose InfoViz score below your score,The % of participants whose Nolvelty score below your score,Phase
jscontrerasp,Bogota-Hack-2-2017,joaortizro,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,100,50,87.5,- - -,- - -,84.21,55.26,89.47,5th Phase
jscontrerasp,Bogota-Hack-2-2017,joaortizro,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,87.5,50,- - -,- - -,- - -,5th Phase
juasmartinezbel,Bogota-Hack-2-2017,juasmartinezbel,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,100,75,75,- - -,- - -,84.21,89.47,73.68,5th Phase
juasmartinezbel,Bogota-Hack-2-2017,juasmartinezbel,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,87.5,50,- - -,- - -,- - -,5th Phase
mdbelloc,Bogota-Hack-2-2017,mdbelloc,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,37.5,25,- - -,- - -,0,36.84,18.42,5th Phase
mdbelloc,Bogota-Hack-2-2017,mdbelloc,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,75,27.5,- - -,- - -,- - -,5th Phase
CSebasGomez,Bogota-Hack-2-2017,CSebasGomez,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,5th Phase
diegocruz10,Bogota-Hack-2-2017,diegocruz10,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,45.83,25,- - -,- - -,23.68,47.37,18.42,5th Phase
diegocruz10,Bogota-Hack-2-2017,diegocruz10,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,37.5,10,- - -,- - -,- - -,5th Phase
crarojasca,Bogota-Hack-2-2017,crarojasca,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,0,- - -,- - -,23.68,0,0,5th Phase
crarojasca,Bogota-Hack-2-2017,crarojasca,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,5th Phase
sagilm,Bogota-Hack-2-2017,sagilm,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,62.5,- - -,- - -,23.68,28.95,50,5th Phase
sagilm,Bogota-Hack-2-2017,sagilm,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,17.5,- - -,- - -,- - -,5th Phase
idrojasf,Bogota-Hack-2-2017,idrojasf,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,50,25,- - -,- - -,23.68,55.26,18.42,5th Phase
idrojasf,Bogota-Hack-2-2017,idrojasf,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,27.5,- - -,- - -,- - -,5th Phase
raulramirezp,Bogota-Hack-2-2017,raulramirezp,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,60,45.83,66.67,- - -,- - -,60.53,47.37,65.79,5th Phase
raulramirezp,Bogota-Hack-2-2017,raulramirezp,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,100,77.5,- - -,- - -,- - -,5th Phase
fabianr23,Bogota-Hack-2-2017,fabianr23,uxjudge5,purdueironhack+uxjudge5@gmail.com,80,58.33,87.5,- - -,- - -,68.42,65.79,89.47,5th Phase
fabianr23,Bogota-Hack-2-2017,fabianr23,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,100,77.5,- - -,- - -,- - -,5th Phase
jhriverasa,Bogota-Hack-2-2017,jhriverasa,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,100,58.33,60,- - -,- - -,84.21,65.79,47.37,5th Phase
jhriverasa,Bogota-Hack-2-2017,jhriverasa,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,100,77.5,- - -,- - -,- - -,5th Phase
jhcardenasa,Bogota-Hack-2-2017,jhcardenasa,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,5th Phase
jhonsd1996,Bogota-Hack-2-2017,jhonsd1996,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,54.17,25,- - -,- - -,23.68,63.16,18.42,5th Phase
jhonsd1996,Bogota-Hack-2-2017,jhonsd1996,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,27.5,- - -,- - -,- - -,5th Phase
JuanitoAli,Bogota-Hack-2-2017,JuanitoAli,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,80,58.33,65,- - -,- - -,68.42,65.79,60.53,5th Phase
JuanitoAli,Bogota-Hack-2-2017,JuanitoAli,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,17.5,- - -,- - -,- - -,5th Phase
Davsatu313,Bogota-Hack-2-2017,Davsatu313,uxjudge5,purdueironhack+uxjudge5@gmail.com,80,70.83,84.38,- - -,- - -,68.42,84.21,86.84,5th Phase
Davsatu313,Bogota-Hack-2-2017,Davsatu313,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,87.5,50,- - -,- - -,- - -,5th Phase
cesarochoa2006,Bogota-Hack-2-2017,cesarochoa2006,uxjudge4,purdueironhack+uxjudge4@gmail.com,100,66.67,72.5,- - -,- - -,84.21,76.32,71.05,5th Phase
cesarochoa2006,Bogota-Hack-2-2017,cesarochoa2006,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,50,- - -,- - -,- - -,5th Phase
jjmuesesq,Bogota-Hack-2-2017,jjmuesesq,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,25,0,- - -,- - -,23.68,0,0,5th Phase
jjmuesesq,Bogota-Hack-2-2017,jjmuesesq,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,27.5,- - -,- - -,- - -,5th Phase
jucjimenezmo,Bogota-Hack-2-2017,jucjimenezmo,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,0,25,62.5,- - -,- - -,0,0,50,5th Phase
jucjimenezmo,Bogota-Hack-2-2017,jucjimenezmo,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,100,77.5,- - -,- - -,- - -,5th Phase
kancas,Bogota-Hack-2-2017,kancas,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,25,62.5,- - -,- - -,23.68,0,50,5th Phase
kancas,Bogota-Hack-2-2017,kancas,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,27.5,- - -,- - -,- - -,5th Phase
Gantiva,Bogota-Hack-2-2017,Gantiva,uxjudge5,purdueironhack+uxjudge5@gmail.com,100,70.83,100,- - -,- - -,84.21,84.21,94.74,5th Phase
Gantiva,Bogota-Hack-2-2017,Gantiva,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,27.5,- - -,- - -,- - -,5th Phase
Dandarprox,Bogota-Hack-2-2017,Dandarprox,uxjudge4,purdueironhack+uxjudge4@gmail.com,80,58.33,37.5,- - -,- - -,68.42,65.79,44.74,5th Phase
Dandarprox,Bogota-Hack-2-2017,Dandarprox,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,100,77.5,- - -,- - -,- - -,5th Phase
debeltranc,Bogota-Hack-2-2017,debeltranc,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,25,25,- - -,- - -,0,0,18.42,5th Phase
debeltranc,Bogota-Hack-2-2017,debeltranc,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,27.5,- - -,- - -,- - -,5th Phase
ykchautai,Bogota-Hack-2-2017,ykchautai,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,41.67,75,- - -,- - -,23.68,42.11,73.68,5th Phase
ykchautai,Bogota-Hack-2-2017,ykchautai,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,27.5,- - -,- - -,- - -,5th Phase
ligibrial,Bogota-Hack-2-2017,ligibrial,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,28.95,18.42,5th Phase
ligibrial,Bogota-Hack-2-2017,ligibrial,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,87.5,50,- - -,- - -,- - -,5th Phase
davidrh195,Bogota-Hack-2-2017,davidrh195,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,0,- - -,- - -,23.68,0,0,5th Phase
davidrh195,Bogota-Hack-2-2017,davidrh195,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,15,- - -,- - -,- - -,5th Phase
JulianaNino,Bogota-Hack-2-2017,JulianaNino,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,41.67,75,- - -,- - -,23.68,42.11,73.68,5th Phase
JulianaNino,Bogota-Hack-2-2017,JulianaNino,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,87.5,50,- - -,- - -,- - -,5th Phase
luegilca,Bogota-Hack-2-2017,luegilca,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,37.5,0,- - -,- - -,0,36.84,0,5th Phase
luegilca,Bogota-Hack-2-2017,luegilca,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,17.5,- - -,- - -,- - -,5th Phase
Yelis3,Bogota-Hack-2-2017,Yelis3,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,80,66.67,62.5,- - -,- - -,68.42,76.32,50,5th Phase
Yelis3,Bogota-Hack-2-2017,Yelis3,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,100,77.5,- - -,- - -,- - -,5th Phase
begarzonf,Bogota-Hack-2-2017,begarzonf,uxjudge4,purdueironhack+uxjudge4@gmail.com,40,25,75,- - -,- - -,55.26,0,73.68,5th Phase
begarzonf,Bogota-Hack-2-2017,begarzonf,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,50,- - -,- - -,- - -,5th Phase
kmendezp96,Bogota-Hack-2-2017,kmendezp96,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,60,79.17,65.63,- - -,- - -,60.53,92.11,63.16,5th Phase
kmendezp96,Bogota-Hack-2-2017,kmendezp96,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,100,77.5,- - -,- - -,- - -,5th Phase
leguzman,Bogota-Hack-2-2017,leguzman,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,60,79.17,100,- - -,- - -,60.53,92.11,94.74,5th Phase
leguzman,Bogota-Hack-2-2017,leguzman,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,100,77.5,- - -,- - -,- - -,5th Phase
luealfonsoru,Bogota-Hack-2-2017,luealfonsoru,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,45.83,25,- - -,- - -,0,47.37,18.42,5th Phase
luealfonsoru,Bogota-Hack-2-2017,luealfonsoru,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,87.5,50,- - -,- - -,- - -,5th Phase
oserasoa,Bogota-Hack-2-2017,oserasoa,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,33.33,- - -,- - -,0,28.95,42.11,5th Phase
oserasoa,Bogota-Hack-2-2017,oserasoa,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,87.5,50,- - -,- - -,- - -,5th Phase
lsfinite,Bogota-Hack-2-2017,lsfinite,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,12.5,- - -,- - -,0,0,15.79,5th Phase
lsfinite,Bogota-Hack-2-2017,lsfinite,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,87.5,50,- - -,- - -,- - -,5th Phase
xdanielsb,Bogota-Hack-2-2017,xdanielsb,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,100,87.5,70,- - -,- - -,84.21,97.37,68.42,5th Phase
xdanielsb,Bogota-Hack-2-2017,xdanielsb,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,100,77.5,- - -,- - -,- - -,5th Phase
