Project,Hack,Student,Grader Name,Grader Email,User Requirement,Info Viz Score,Novelty Score,Tech Score,The % of participants whose Tech score below your score,The % of participants whose User Requirement score below your score,The % of participants whose InfoViz score below your score,The % of participants whose Nolvelty score below your score,Phase
wilson911013,Bogota-Hack-3-2017,wilson911013,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,9.76,- - -,- - -,- - -,2nd Phase
wapiravaguens,Bogota-Hack-3-2017,wapiravaguens,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,80,50,0,- - -,- - -,89.19,78.38,0,2nd Phase
wapiravaguens,Bogota-Hack-3-2017,wapiravaguens,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,39.02,- - -,- - -,- - -,2nd Phase
davidh17,Bogota-Hack-3-2017,davidh17,uxjudge5,purdueironhack+uxjudge5@gmail.com,100,58.33,25,- - -,- - -,94.59,89.19,48.65,2nd Phase
davidh17,Bogota-Hack-3-2017,davidh17,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,62.5,39.02,- - -,- - -,- - -,2nd Phase
DianaNavarrete,Bogota-Hack-3-2017,DianaNavarrete,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,58.33,0,- - -,- - -,16.22,89.19,0,2nd Phase
DianaNavarrete,Bogota-Hack-3-2017,DianaNavarrete,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,50,12.2,- - -,- - -,- - -,2nd Phase
jdmonroyg,Bogota-Hack-3-2017,jdmonroyg,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,12.5,0,- - -,- - -,- - -,2nd Phase
feartheGru,Bogota-Hack-3-2017,feartheGru,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,12.5,0,- - -,- - -,- - -,2nd Phase
jorge52an,Bogota-Hack-3-2017,jorge52an,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,0,25,87.5,- - -,- - -,0,2.7,89.19,2nd Phase
jorge52an,Bogota-Hack-3-2017,jorge52an,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,65.85,- - -,- - -,- - -,2nd Phase
jscastelblancoh,Bogota-Hack-3-2017,jscastelblancoh,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,41.67,87.5,- - -,- - -,81.08,70.27,89.19,2nd Phase
jscastelblancoh,Bogota-Hack-3-2017,jscastelblancoh,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,65.85,- - -,- - -,- - -,2nd Phase
juclopezso,Bogota-Hack-3-2017,juclopezso,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,29.17,0,- - -,- - -,16.22,18.92,0,2nd Phase
juclopezso,Bogota-Hack-3-2017,juclopezso,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,39.02,- - -,- - -,- - -,2nd Phase
afforeroc,Bogota-Hack-3-2017,afforeroc,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,33.33,0,- - -,- - -,16.22,35.14,0,2nd Phase
afforeroc,Bogota-Hack-3-2017,afforeroc,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,12.2,- - -,- - -,- - -,2nd Phase
Danielsv9207,Bogota-Hack-3-2017,Danielsv9207,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,12.5,0,- - -,- - -,- - -,2nd Phase
JhonEmmanuelTorres,Bogota-Hack-3-2017,JhonEmmanuelTorres,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,12.5,0,- - -,- - -,- - -,2nd Phase
dagofonseca,Bogota-Hack-3-2017,dagofonseca,uxjudge4,purdueironhack+uxjudge4@gmail.com,40,25,75,- - -,- - -,64.86,2.7,83.78,2nd Phase
dagofonseca,Bogota-Hack-3-2017,dagofonseca,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,12.2,- - -,- - -,- - -,2nd Phase
lacardenasv,Bogota-Hack-3-2017,lacardenasv,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,54.17,87.5,- - -,- - -,81.08,83.78,89.19,2nd Phase
lacardenasv,Bogota-Hack-3-2017,lacardenasv,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,39.02,- - -,- - -,- - -,2nd Phase
oacastillol,Bogota-Hack-3-2017,oacastillol,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,29.17,25,- - -,- - -,0,18.92,48.65,2nd Phase
oacastillol,Bogota-Hack-3-2017,oacastillol,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,39.02,- - -,- - -,- - -,2nd Phase
ncampuzano,Bogota-Hack-3-2017,ncampuzano,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,29.17,25,- - -,- - -,16.22,18.92,48.65,2nd Phase
ncampuzano,Bogota-Hack-3-2017,ncampuzano,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,50,12.2,- - -,- - -,- - -,2nd Phase
adriel62,Bogota-Hack-3-2017,adriel62,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,33.33,62.5,- - -,- - -,16.22,35.14,75.68,2nd Phase
adriel62,Bogota-Hack-3-2017,adriel62,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,80.49,- - -,- - -,- - -,2nd Phase
capinzor,Bogota-Hack-3-2017,capinzor,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,0,- - -,- - -,16.22,2.7,0,2nd Phase
capinzor,Bogota-Hack-3-2017,capinzor,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,65.85,- - -,- - -,- - -,2nd Phase
ofnanezn,Bogota-Hack-3-2017,ofnanezn,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,37.5,25,- - -,- - -,16.22,62.16,48.65,2nd Phase
ofnanezn,Bogota-Hack-3-2017,ofnanezn,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,50,12.2,- - -,- - -,- - -,2nd Phase
macuestap,Bogota-Hack-3-2017,macuestap,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,37.5,25,- - -,- - -,16.22,62.16,48.65,2nd Phase
macuestap,Bogota-Hack-3-2017,macuestap,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,39.02,- - -,- - -,- - -,2nd Phase
spenas,Bogota-Hack-3-2017,spenas,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,0,- - -,- - -,16.22,35.14,0,2nd Phase
spenas,Bogota-Hack-3-2017,spenas,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,39.02,- - -,- - -,- - -,2nd Phase
kgbayala528,Bogota-Hack-3-2017,kgbayala528,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,40,33.33,0,- - -,- - -,64.86,35.14,0,2nd Phase
kgbayala528,Bogota-Hack-3-2017,kgbayala528,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,50,12.2,- - -,- - -,- - -,2nd Phase
lgmoralesa,Bogota-Hack-3-2017,lgmoralesa,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,87.5,80.49,- - -,- - -,- - -,2nd Phase
lgmoralesa,Bogota-Hack-3-2017,lgmoralesa,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,58.33,62.5,- - -,- - -,81.08,89.19,75.68,2nd Phase
ronaldsg20,Bogota-Hack-3-2017,ronaldsg20,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,29.17,25,- - -,- - -,16.22,18.92,48.65,2nd Phase
ronaldsg20,Bogota-Hack-3-2017,ronaldsg20,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,87.5,80.49,- - -,- - -,- - -,2nd Phase
cccristanchoc,Bogota-Hack-3-2017,cccristanchoc,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,33.33,0,- - -,- - -,16.22,35.14,0,2nd Phase
cccristanchoc,Bogota-Hack-3-2017,cccristanchoc,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,12.2,- - -,- - -,- - -,2nd Phase
jmalvarezd,Bogota-Hack-3-2017,jmalvarezd,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,87.5,80.49,- - -,- - -,- - -,2nd Phase
jmalvarezd,Bogota-Hack-3-2017,jmalvarezd,uxjudge5,purdueironhack+uxjudge5@gmail.com,40,45.83,25,- - -,- - -,64.86,72.97,48.65,2nd Phase
smarquezo,Bogota-Hack-3-2017,smarquezo,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,29.17,0,- - -,- - -,16.22,18.92,0,2nd Phase
smarquezo,Bogota-Hack-3-2017,smarquezo,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,39.02,- - -,- - -,- - -,2nd Phase
sarizag,Bogota-Hack-3-2017,sarizag,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,0,- - -,- - -,16.22,35.14,0,2nd Phase
sarizag,Bogota-Hack-3-2017,sarizag,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,80.49,- - -,- - -,- - -,2nd Phase
Chranium,Bogota-Hack-3-2017,Chranium,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,0,- - -,- - -,16.22,2.7,0,2nd Phase
Chranium,Bogota-Hack-3-2017,Chranium,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,39.02,- - -,- - -,- - -,2nd Phase
DavidQP,Bogota-Hack-3-2017,DavidQP,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,50,0,- - -,- - -,16.22,78.38,0,2nd Phase
DavidQP,Bogota-Hack-3-2017,DavidQP,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,50,12.2,- - -,- - -,- - -,2nd Phase
afceballosr,Bogota-Hack-3-2017,afceballosr,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,33.33,0,- - -,- - -,16.22,35.14,0,2nd Phase
afceballosr,Bogota-Hack-3-2017,afceballosr,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,12.2,- - -,- - -,- - -,2nd Phase
lizzyt10h,Bogota-Hack-3-2017,lizzyt10h,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,0,0,- - -,- - -,0,0,0,2nd Phase
lizzyt10h,Bogota-Hack-3-2017,lizzyt10h,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,75,65.85,- - -,- - -,- - -,2nd Phase
NicolasPrr,Bogota-Hack-3-2017,NicolasPrr,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,2.7,48.65,2nd Phase
NicolasPrr,Bogota-Hack-3-2017,NicolasPrr,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,50,12.2,- - -,- - -,- - -,2nd Phase
jumcorredorro,Bogota-Hack-3-2017,jumcorredorro,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,80,54.17,87.5,- - -,- - -,89.19,83.78,89.19,2nd Phase
jumcorredorro,Bogota-Hack-3-2017,jumcorredorro,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,87.5,80.49,- - -,- - -,- - -,2nd Phase
