Project,Hack,Student,Grader Name,Grader Email,User Requirement,Info Viz Score,Novelty Score,Tech Score,The % of participants whose Tech score below your score,The % of participants whose User Requirement score below your score,The % of participants whose InfoViz score below your score,The % of participants whose Nolvelty score below your score,Phase
capinzor,Bogota-Hack-3-2017,capinzor,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,68.29,- - -,- - -,- - -,4th Phase
ofnanezn,Bogota-Hack-3-2017,ofnanezn,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,33.33,25,- - -,- - -,18.92,27.03,45.95,4th Phase
ofnanezn,Bogota-Hack-3-2017,ofnanezn,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,50,14.63,- - -,- - -,- - -,4th Phase
macuestap,Bogota-Hack-3-2017,macuestap,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,41.67,25,- - -,- - -,18.92,67.57,45.95,4th Phase
macuestap,Bogota-Hack-3-2017,macuestap,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
spenas,Bogota-Hack-3-2017,spenas,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,0,- - -,- - -,18.92,27.03,0,4th Phase
spenas,Bogota-Hack-3-2017,spenas,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
kgbayala528,Bogota-Hack-3-2017,kgbayala528,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,45.83,75,- - -,- - -,67.57,70.27,70.27,4th Phase
kgbayala528,Bogota-Hack-3-2017,kgbayala528,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
lgmoralesa,Bogota-Hack-3-2017,lgmoralesa,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,100,66.67,83.33,- - -,- - -,91.89,83.78,89.19,4th Phase
lgmoralesa,Bogota-Hack-3-2017,lgmoralesa,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,87.5,68.29,- - -,- - -,- - -,4th Phase
ronaldsg20,Bogota-Hack-3-2017,ronaldsg20,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,33.33,12.5,- - -,- - -,18.92,27.03,37.84,4th Phase
ronaldsg20,Bogota-Hack-3-2017,ronaldsg20,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,100,92.68,- - -,- - -,- - -,4th Phase
cccristanchoc,Bogota-Hack-3-2017,cccristanchoc,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,33.33,0,- - -,- - -,18.92,27.03,0,4th Phase
cccristanchoc,Bogota-Hack-3-2017,cccristanchoc,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
jmalvarezd,Bogota-Hack-3-2017,jmalvarezd,uxjudge5,purdueironhack+uxjudge5@gmail.com,60,70.83,0,- - -,- - -,67.57,91.89,0,4th Phase
jmalvarezd,Bogota-Hack-3-2017,jmalvarezd,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,87.5,68.29,- - -,- - -,- - -,4th Phase
smarquezo,Bogota-Hack-3-2017,smarquezo,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
smarquezo,Bogota-Hack-3-2017,smarquezo,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,29.17,0,- - -,- - -,18.92,16.22,0,4th Phase
sarizag,Bogota-Hack-3-2017,sarizag,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,62.5,- - -,- - -,18.92,27.03,64.86,4th Phase
sarizag,Bogota-Hack-3-2017,sarizag,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,53.66,- - -,- - -,- - -,4th Phase
Chranium,Bogota-Hack-3-2017,Chranium,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,0,- - -,- - -,18.92,5.41,0,4th Phase
Chranium,Bogota-Hack-3-2017,Chranium,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,14.63,- - -,- - -,- - -,4th Phase
DavidQP,Bogota-Hack-3-2017,DavidQP,uxjudge5,purdueironhack+uxjudge5@gmail.com,80,66.67,75,- - -,- - -,81.08,83.78,70.27,4th Phase
DavidQP,Bogota-Hack-3-2017,DavidQP,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,50,14.63,- - -,- - -,- - -,4th Phase
afceballosr,Bogota-Hack-3-2017,afceballosr,uxjudge4,purdueironhack+uxjudge4@gmail.com,40,50,87.5,- - -,- - -,56.76,72.97,91.89,4th Phase
afceballosr,Bogota-Hack-3-2017,afceballosr,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,68.29,- - -,- - -,- - -,4th Phase
lizzyt10h,Bogota-Hack-3-2017,lizzyt10h,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,29.17,16.67,- - -,- - -,0,16.22,43.24,4th Phase
lizzyt10h,Bogota-Hack-3-2017,lizzyt10h,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,100,92.68,- - -,- - -,- - -,4th Phase
NicolasPrr,Bogota-Hack-3-2017,NicolasPrr,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,27.03,45.95,4th Phase
NicolasPrr,Bogota-Hack-3-2017,NicolasPrr,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
jumcorredorro,Bogota-Hack-3-2017,jumcorredorro,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,80,58.33,79.17,- - -,- - -,81.08,75.68,86.49,4th Phase
jumcorredorro,Bogota-Hack-3-2017,jumcorredorro,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,87.5,68.29,- - -,- - -,- - -,4th Phase
