Project,Hack,Student,Grader Name,Grader Email,User Requirement,Info Viz Score,Novelty Score,Tech Score,The % of participants whose Tech score below your score,The % of participants whose User Requirement score below your score,The % of participants whose InfoViz score below your score,The % of participants whose Nolvelty score below your score,Phase
jhcardenasa,Bogota-Hack-2-2017,jhcardenasa,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,3rd Phase
jhonsd1996,Bogota-Hack-2-2017,jhonsd1996,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,58.33,0,- - -,- - -,27.03,83.78,0,3rd Phase
jhonsd1996,Bogota-Hack-2-2017,jhonsd1996,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,61.54,- - -,- - -,- - -,3rd Phase
JuanitoAli,Bogota-Hack-2-2017,JuanitoAli,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,80,54.17,58.33,- - -,- - -,83.78,78.38,62.16,3rd Phase
JuanitoAli,Bogota-Hack-2-2017,JuanitoAli,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,38.46,- - -,- - -,- - -,3rd Phase
Davsatu313,Bogota-Hack-2-2017,Davsatu313,uxjudge5,purdueironhack+uxjudge5@gmail.com,100,58.33,75,- - -,- - -,89.19,83.78,72.97,3rd Phase
Davsatu313,Bogota-Hack-2-2017,Davsatu313,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,87.5,79.49,- - -,- - -,- - -,3rd Phase
cesarochoa2006,Bogota-Hack-2-2017,cesarochoa2006,uxjudge4,purdueironhack+uxjudge4@gmail.com,60,41.67,87.5,- - -,- - -,70.27,59.46,89.19,3rd Phase
cesarochoa2006,Bogota-Hack-2-2017,cesarochoa2006,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,79.49,- - -,- - -,- - -,3rd Phase
jjmuesesq,Bogota-Hack-2-2017,jjmuesesq,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,0,29.17,0,- - -,- - -,0,18.92,0,3rd Phase
jjmuesesq,Bogota-Hack-2-2017,jjmuesesq,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,50,23.08,- - -,- - -,- - -,3rd Phase
jucjimenezmo,Bogota-Hack-2-2017,jucjimenezmo,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,33.33,0,- - -,- - -,27.03,27.03,0,3rd Phase
jucjimenezmo,Bogota-Hack-2-2017,jucjimenezmo,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,47,20.51,- - -,- - -,- - -,3rd Phase
kancas,Bogota-Hack-2-2017,kancas,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,33.33,75,- - -,- - -,70.27,27.03,72.97,3rd Phase
kancas,Bogota-Hack-2-2017,kancas,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,38.46,- - -,- - -,- - -,3rd Phase
Gantiva,Bogota-Hack-2-2017,Gantiva,uxjudge5,purdueironhack+uxjudge5@gmail.com,100,66.67,0,- - -,- - -,89.19,91.89,0,3rd Phase
Gantiva,Bogota-Hack-2-2017,Gantiva,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,62.5,38.46,- - -,- - -,- - -,3rd Phase
Dandarprox,Bogota-Hack-2-2017,Dandarprox,uxjudge4,purdueironhack+uxjudge4@gmail.com,40,33.33,0,- - -,- - -,62.16,27.03,0,3rd Phase
Dandarprox,Bogota-Hack-2-2017,Dandarprox,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,38.46,- - -,- - -,- - -,3rd Phase
debeltranc,Bogota-Hack-2-2017,debeltranc,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,25,25,- - -,- - -,0,0,37.84,3rd Phase
debeltranc,Bogota-Hack-2-2017,debeltranc,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,50,23.08,- - -,- - -,- - -,3rd Phase
ykchautai,Bogota-Hack-2-2017,ykchautai,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,37.5,62.5,- - -,- - -,27.03,51.35,64.86,3rd Phase
ykchautai,Bogota-Hack-2-2017,ykchautai,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,61.54,- - -,- - -,- - -,3rd Phase
ligibrial,Bogota-Hack-2-2017,ligibrial,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,27.03,37.84,3rd Phase
ligibrial,Bogota-Hack-2-2017,ligibrial,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,38.46,- - -,- - -,- - -,3rd Phase
davidrh195,Bogota-Hack-2-2017,davidrh195,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,0,- - -,- - -,27.03,0,0,3rd Phase
davidrh195,Bogota-Hack-2-2017,davidrh195,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,38.46,- - -,- - -,- - -,3rd Phase
JulianaNino,Bogota-Hack-2-2017,JulianaNino,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,29.17,0,- - -,- - -,27.03,18.92,0,3rd Phase
JulianaNino,Bogota-Hack-2-2017,JulianaNino,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,61.54,- - -,- - -,- - -,3rd Phase
luegilca,Bogota-Hack-2-2017,luegilca,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,27.03,37.84,3rd Phase
luegilca,Bogota-Hack-2-2017,luegilca,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,38.46,- - -,- - -,- - -,3rd Phase
Yelis3,Bogota-Hack-2-2017,Yelis3,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,60,45.83,75,- - -,- - -,70.27,64.86,72.97,3rd Phase
Yelis3,Bogota-Hack-2-2017,Yelis3,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,79.49,- - -,- - -,- - -,3rd Phase
begarzonf,Bogota-Hack-2-2017,begarzonf,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,29.17,62.5,- - -,- - -,27.03,18.92,64.86,3rd Phase
begarzonf,Bogota-Hack-2-2017,begarzonf,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,38.46,- - -,- - -,- - -,3rd Phase
kmendezp96,Bogota-Hack-2-2017,kmendezp96,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,40,45.83,75,- - -,- - -,62.16,64.86,72.97,3rd Phase
kmendezp96,Bogota-Hack-2-2017,kmendezp96,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,75,61.54,- - -,- - -,- - -,3rd Phase
leguzman,Bogota-Hack-2-2017,leguzman,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,37.5,25,- - -,- - -,0,51.35,37.84,3rd Phase
leguzman,Bogota-Hack-2-2017,leguzman,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,87.5,79.49,- - -,- - -,- - -,3rd Phase
luealfonsoru,Bogota-Hack-2-2017,luealfonsoru,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,27.03,37.84,3rd Phase
luealfonsoru,Bogota-Hack-2-2017,luealfonsoru,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,87.5,79.49,- - -,- - -,- - -,3rd Phase
oserasoa,Bogota-Hack-2-2017,oserasoa,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,41.67,25,- - -,- - -,27.03,59.46,37.84,3rd Phase
oserasoa,Bogota-Hack-2-2017,oserasoa,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,37.5,10.26,- - -,- - -,- - -,3rd Phase
lsfinite,Bogota-Hack-2-2017,lsfinite,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,0,37.84,3rd Phase
lsfinite,Bogota-Hack-2-2017,lsfinite,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,50,23.08,- - -,- - -,- - -,3rd Phase
xdanielsb,Bogota-Hack-2-2017,xdanielsb,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,0,25,0,- - -,- - -,0,0,0,3rd Phase
xdanielsb,Bogota-Hack-2-2017,xdanielsb,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,23.08,- - -,- - -,- - -,3rd Phase
