Project,Hack,Student,Grader Name,Grader Email,User Requirement,Info Viz Score,Novelty Score,Tech Score,The % of participants whose Tech score below your score,The % of participants whose User Requirement score below your score,The % of participants whose InfoViz score below your score,The % of participants whose Nolvelty score below your score,Phase
jdsolanos,Bogota-Hack-0-2017,jdsolanos,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,12.5,2.13,- - -,- - -,- - -,2nd Phase
jcneivaa,Bogota-Hack-0-2017,jcneivaa,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,12.5,2.13,- - -,- - -,- - -,2nd Phase
fmbernalb,Bogota-Hack-0-2017,fmbernalb,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,12.5,2.13,- - -,- - -,- - -,2nd Phase
cap182,Bogota-Hack-0-2017,cap182,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,0,20.83,0,- - -,- - -,0,15.79,0,2nd Phase
cap182,Bogota-Hack-0-2017,cap182,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,12.5,2.13,- - -,- - -,- - -,2nd Phase
MogGy94,Bogota-Hack-0-2017,MogGy94,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,12.5,2.13,- - -,- - -,- - -,2nd Phase
annumunozme,Bogota-Hack-0-2017,annumumozme,purdueironhack+uxjudge9@gmail.com,purdueironhack+uxjudge9@gmail.com,20,45.83,0,- - -,- - -,47.37,94.74,0,2nd Phase
annumunozme,Bogota-Hack-0-2017,annumumozme,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,25.53,- - -,- - -,- - -,2nd Phase
Judgarciani,Bogota-Hack-0-2017,Judgarciani,purdueironhack+uxjudge9@gmail.com,purdueironhack+uxjudge9@gmail.com,20,29.17,0,- - -,- - -,47.37,42.11,0,2nd Phase
Judgarciani,Bogota-Hack-0-2017,Judgarciani,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,25.53,- - -,- - -,- - -,2nd Phase
sacastroc,Bogota-Hack-0-2017,sacastroc,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,62.5,- - -,- - -,47.37,52.63,78.95,2nd Phase
sacastroc,Bogota-Hack-0-2017,sacastroc,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,93.62,- - -,- - -,- - -,2nd Phase
pcberriop,Bogota-Hack-0-2017,pcberriop,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,62.5,- - -,- - -,47.37,52.63,78.95,2nd Phase
pcberriop,Bogota-Hack-0-2017,pcberriop,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,46.81,- - -,- - -,- - -,2nd Phase
hsmartineza,Bogota-Hack-0-2017,hsmartineza,purdueironhack+uxjudge9@gmail.com,purdueironhack+uxjudge9@gmail.com,20,29.17,0,- - -,- - -,47.37,42.11,0,2nd Phase
hsmartineza,Bogota-Hack-0-2017,hsmartineza,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,25.53,- - -,- - -,- - -,2nd Phase
yocuervoc,Bogota-Hack-0-2017,yocuervoc,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,12.5,2.13,- - -,- - -,- - -,2nd Phase
Moimolcp,Bogota-Hack-0-2017,Moimolcp,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,52.63,50,2nd Phase
Moimolcp,Bogota-Hack-0-2017,Moimolcp,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,61.7,- - -,- - -,- - -,2nd Phase
CamiloRueda,Bogota-Hack-0-2017,CamiloRueda,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,0,25,0,- - -,- - -,0,18.42,0,2nd Phase
CamiloRueda,Bogota-Hack-0-2017,CamiloRueda,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,25.53,- - -,- - -,- - -,2nd Phase
juanescai,Bogota-Hack-0-2017,juanescai,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,25,25,- - -,- - -,0,18.42,50,2nd Phase
juanescai,Bogota-Hack-0-2017,juanescai,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,12.5,2.13,- - -,- - -,- - -,2nd Phase
JoseMolano,Bogota-Hack-0-2017,JoseMolano,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,33.33,25,- - -,- - -,0,52.63,50,2nd Phase
JoseMolano,Bogota-Hack-0-2017,JoseMolano,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,87.5,93.62,- - -,- - -,- - -,2nd Phase
maikellPardoA,Bogota-Hack-0-2017,maikellPardoA,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,18.42,50,2nd Phase
maikellPardoA,Bogota-Hack-0-2017,maikellPardoA,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,37.5,25.53,- - -,- - -,- - -,2nd Phase
NicolasZon,Bogota-Hack-0-2017,NicolasZon,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,50,46.81,- - -,- - -,- - -,2nd Phase
NicolasZon,Bogota-Hack-0-2017,NicolasZon,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,18.42,50,2nd Phase
camilo654,Bogota-Hack-0-2017,camilo654,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,25,87.5,- - -,- - -,47.37,18.42,92.11,2nd Phase
camilo654,Bogota-Hack-0-2017,camilo654,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,61.7,- - -,- - -,- - -,2nd Phase
CristianLozano,Bogota-Hack-0-2017,CristianLozano,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,33.33,0,- - -,- - -,47.37,52.63,0,2nd Phase
CristianLozano,Bogota-Hack-0-2017,CristianLozano,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,50,46.81,- - -,- - -,- - -,2nd Phase
jdsuarezj,Bogota-Hack-0-2017,jdsuarezj,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,25,25,- - -,- - -,0,18.42,50,2nd Phase
jdsuarezj,Bogota-Hack-0-2017,jdsuarezj,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,82.98,- - -,- - -,- - -,2nd Phase
odprietoh,Bogota-Hack-0-2017,odprietoh,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,18.42,50,2nd Phase
odprietoh,Bogota-Hack-0-2017,odprietoh,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,12.5,2.13,- - -,- - -,- - -,2nd Phase
pipemax85,Bogota-Hack-0-2017,pipemax85,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,0,- - -,- - -,47.37,52.63,0,2nd Phase
pipemax85,Bogota-Hack-0-2017,pipemax85,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,46.81,- - -,- - -,- - -,2nd Phase
juandavidro,Bogota-Hack-0-2017,juandavidro,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,33.33,25,- - -,- - -,47.37,52.63,50,2nd Phase
juandavidro,Bogota-Hack-0-2017,juandavidro,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,50,46.81,- - -,- - -,- - -,2nd Phase
UNhcrodriguezl,Bogota-Hack-0-2017,UNhcrodriguezl,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,62.5,- - -,- - -,47.37,52.63,78.95,2nd Phase
UNhcrodriguezl,Bogota-Hack-0-2017,UNhcrodriguezl,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,82.98,- - -,- - -,- - -,2nd Phase
camilo13152,Bogota-Hack-0-2017,camilo13152,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,33.33,0,- - -,- - -,47.37,52.63,0,2nd Phase
camilo13152,Bogota-Hack-0-2017,camilo13152,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,46.81,- - -,- - -,- - -,2nd Phase
leavendanoro,Bogota-Hack-0-2017,leavendanoro,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,18.42,50,2nd Phase
leavendanoro,Bogota-Hack-0-2017,leavendanoro,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,61.7,- - -,- - -,- - -,2nd Phase
cdcordobaa,Bogota-Hack-0-2017,cdcordobaa,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,62.5,- - -,- - -,47.37,52.63,78.95,2nd Phase
cdcordobaa,Bogota-Hack-0-2017,cdcordobaa,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,82.98,- - -,- - -,- - -,2nd Phase
capinillab,Bogota-Hack-0-2017,capinillab,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,37.5,87.5,- - -,- - -,94.74,81.58,92.11,2nd Phase
capinillab,Bogota-Hack-0-2017,capinillab,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,62.5,61.7,- - -,- - -,- - -,2nd Phase
Janoguerab,Bogota-Hack-0-2017,Januguerab,purdueironhack+uxjudge9@gmail.com,purdueironhack+uxjudge9@gmail.com,20,29.17,0,- - -,- - -,47.37,42.11,0,2nd Phase
Janoguerab,Bogota-Hack-0-2017,Januguerab,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,25.53,- - -,- - -,- - -,2nd Phase
lfvalderrama,Bogota-Hack-0-2017,lfvalderrama,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,41.67,25,- - -,- - -,0,89.47,50,2nd Phase
lfvalderrama,Bogota-Hack-0-2017,lfvalderrama,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,75,82.98,- - -,- - -,- - -,2nd Phase
bsgarciac,Bogota-Hack-0-2017,bsgarciac,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,40,41.67,87.5,- - -,- - -,89.47,89.47,92.11,2nd Phase
bsgarciac,Bogota-Hack-0-2017,bsgarciac,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,61.7,- - -,- - -,- - -,2nd Phase
gabi04,Bogota-Hack-0-2017,gabi04,purdueironhack+uxjudge9@gmail.com,purdueironhack+uxjudge9@gmail.com,0,25,0,- - -,- - -,0,18.42,0,2nd Phase
gabi04,Bogota-Hack-0-2017,gabi04,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,25.53,- - -,- - -,- - -,2nd Phase
