Project,Hack,Student,Grader Name,Grader Email,User Requirement,Info Viz Score,Novelty Score,Tech Score,The % of participants whose Tech score below your score,The % of participants whose User Requirement score below your score,The % of participants whose InfoViz score below your score,The % of participants whose Nolvelty score below your score,Phase
juanescai,Bogota-Hack-0-2017,juanescai,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,25,25,- - -,- - -,0,0,20,5th Phase
juanescai,Bogota-Hack-0-2017,juanescai,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,5th Phase
JoseMolano,Bogota-Hack-0-2017,JoseMolano,uxjudge5,purdueironhack+uxjudge5@gmail.com,60,66.67,75,- - -,- - -,62.86,85.71,77.14,5th Phase
JoseMolano,Bogota-Hack-0-2017,JoseMolano,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,46.34,- - -,- - -,- - -,5th Phase
maikellPardoA,Bogota-Hack-0-2017,maikellPardoA,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,37.5,25,- - -,- - -,0,48.57,20,5th Phase
maikellPardoA,Bogota-Hack-0-2017,maikellPardoA,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,25,19.51,- - -,- - -,- - -,5th Phase
NicolasZon,Bogota-Hack-0-2017,NicolasZon,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,0,20,5th Phase
NicolasZon,Bogota-Hack-0-2017,NicolasZon,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,37.5,24.39,- - -,- - -,- - -,5th Phase
camilo654,Bogota-Hack-0-2017,camilo654,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,29.17,75,- - -,- - -,11.43,11.43,77.14,5th Phase
camilo654,Bogota-Hack-0-2017,camilo654,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,46.34,- - -,- - -,- - -,5th Phase
CristianLozano,Bogota-Hack-0-2017,CristianLozano,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,33.33,0,- - -,- - -,11.43,31.43,0,5th Phase
CristianLozano,Bogota-Hack-0-2017,CristianLozano,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,37.5,24.39,- - -,- - -,- - -,5th Phase
jdsuarezj,Bogota-Hack-0-2017,jdsuarezj,uxjudge5,purdueironhack+uxjudge5@gmail.com,60,50,87.5,- - -,- - -,62.86,60,91.43,5th Phase
jdsuarezj,Bogota-Hack-0-2017,jdsuarezj,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,46.34,- - -,- - -,- - -,5th Phase
odprietoh,Bogota-Hack-0-2017,odprietoh,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,5th Phase
pipemax85,Bogota-Hack-0-2017,pipemax85,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,0,- - -,- - -,11.43,31.43,0,5th Phase
pipemax85,Bogota-Hack-0-2017,pipemax85,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,36.59,- - -,- - -,- - -,5th Phase
juandavidro,Bogota-Hack-0-2017,juandavidro,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,58.33,25,- - -,- - -,11.43,74.29,20,5th Phase
juandavidro,Bogota-Hack-0-2017,juandavidro,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,50,29.27,- - -,- - -,- - -,5th Phase
UNhcrodriguezl,Bogota-Hack-0-2017,UNhcrodriguezl,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,80,33.33,75,- - -,- - -,80,31.43,77.14,5th Phase
UNhcrodriguezl,Bogota-Hack-0-2017,UNhcrodriguezl,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,46.34,- - -,- - -,- - -,5th Phase
camilo13152,Bogota-Hack-0-2017,camilo13152,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,50,37.5,- - -,- - -,62.86,60,37.14,5th Phase
camilo13152,Bogota-Hack-0-2017,camilo13152,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,46.34,- - -,- - -,- - -,5th Phase
leavendanoro,Bogota-Hack-0-2017,leavendanoro,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,40,66.67,25,- - -,- - -,54.29,85.71,20,5th Phase
leavendanoro,Bogota-Hack-0-2017,leavendanoro,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,75,46.34,- - -,- - -,- - -,5th Phase
cdcordobaa,Bogota-Hack-0-2017,cdcordobaa,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,62.5,- - -,- - -,11.43,31.43,60,5th Phase
cdcordobaa,Bogota-Hack-0-2017,cdcordobaa,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,46.34,- - -,- - -,- - -,5th Phase
capinillab,Bogota-Hack-0-2017,capinillab,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,54.17,75,- - -,- - -,62.86,68.57,77.14,5th Phase
capinillab,Bogota-Hack-0-2017,capinillab,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,46.34,- - -,- - -,- - -,5th Phase
Janoguerab,Bogota-Hack-0-2017,Januguerab,purdueironhack+uxjudge9@gmail.com,purdueironhack+uxjudge9@gmail.com,20,29.17,0,- - -,- - -,11.43,11.43,0,5th Phase
Janoguerab,Bogota-Hack-0-2017,Januguerab,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,36.59,- - -,- - -,- - -,5th Phase
lfvalderrama,Bogota-Hack-0-2017,lfvalderrama,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,80,66.67,106.25,- - -,- - -,80,85.71,97.14,5th Phase
lfvalderrama,Bogota-Hack-0-2017,lfvalderrama,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,100,82.93,- - -,- - -,- - -,5th Phase
bsgarciac,Bogota-Hack-0-2017,bsgarciac,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,100,70.83,75,- - -,- - -,88.57,94.29,77.14,5th Phase
bsgarciac,Bogota-Hack-0-2017,bsgarciac,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,100,82.93,- - -,- - -,- - -,5th Phase
gabi04,Bogota-Hack-0-2017,gabi04,purdueironhack+uxjudge9@gmail.com,purdueironhack+uxjudge9@gmail.com,20,29.17,58.33,- - -,- - -,11.43,11.43,51.43,5th Phase
gabi04,Bogota-Hack-0-2017,gabi04,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,29.27,- - -,- - -,- - -,5th Phase
