Project,Hack,Student,Grader Name,Grader Email,User Requirement,Info Viz Score,Novelty Score,Tech Score,The % of participants whose Tech score below your score,The % of participants whose User Requirement score below your score,The % of participants whose InfoViz score below your score,The % of participants whose Nolvelty score below your score,Phase
raulramirezp,Bogota-Hack-2-2017,raulramirezp,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,0,0,0,- - -,- - -,0,0,0,1st Phase
tres-iqus,Bogota-Hack-2-2017,tres-iqus,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,1st Phase
tres-iqus,Bogota-Hack-2-2017,tres-iqus,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,0,0,0,- - -,- - -,0,0,0,1st Phase
fabianr23,Bogota-Hack-2-2017,fabianr23,uxjudge5,purdueironhack+uxjudge5@gmail.com,80,75,0,- - -,- - -,97.44,97.44,0,1st Phase
fabianr23,Bogota-Hack-2-2017,fabianr23,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,50,64.29,- - -,- - -,- - -,1st Phase
jhriverasa,Bogota-Hack-2-2017,jhriverasa,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,50,64.29,- - -,- - -,- - -,1st Phase
jhriverasa,Bogota-Hack-2-2017,jhriverasa,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,29.17,43.75,- - -,- - -,43.59,38.46,58.97,1st Phase
jhcardenasa,Bogota-Hack-2-2017,jhcardenasa,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,1st Phase
jhonsd1996,Bogota-Hack-2-2017,jhonsd1996,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,25,25,- - -,- - -,0,15.38,48.72,1st Phase
jhonsd1996,Bogota-Hack-2-2017,jhonsd1996,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,50,64.29,- - -,- - -,- - -,1st Phase
JuanitoAli,Bogota-Hack-2-2017,JuanitoAli,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,88.1,- - -,- - -,- - -,1st Phase
JuanitoAli,Bogota-Hack-2-2017,JuanitoAli,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,0,25,0,- - -,- - -,0,15.38,0,1st Phase
Davsatu313,Bogota-Hack-2-2017,Davsatu313,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,50,75,- - -,- - -,43.59,87.18,92.31,1st Phase
Davsatu313,Bogota-Hack-2-2017,Davsatu313,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,62.5,78.57,- - -,- - -,- - -,1st Phase
cesarochoa2006,Bogota-Hack-2-2017,cesarochoa2006,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,47.62,- - -,- - -,- - -,1st Phase
cesarochoa2006,Bogota-Hack-2-2017,cesarochoa2006,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,29.17,0,- - -,- - -,43.59,38.46,0,1st Phase
jjmuesesq,Bogota-Hack-2-2017,jjmuesesq,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,37.5,47.62,- - -,- - -,- - -,1st Phase
jjmuesesq,Bogota-Hack-2-2017,jjmuesesq,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,25,0,- - -,- - -,43.59,15.38,0,1st Phase
jucjimenezmo,Bogota-Hack-2-2017,jucjimenezmo,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,12.5,26.19,- - -,- - -,- - -,1st Phase
kancas,Bogota-Hack-2-2017,kancas,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,37.5,47.62,- - -,- - -,- - -,1st Phase
kancas,Bogota-Hack-2-2017,kancas,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,0,0,0,- - -,- - -,0,0,0,1st Phase
kancas,Bogota-Hack-2-2017,kancas,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,20,29.17,0,- - -,- - -,43.59,38.46,0,1st Phase
Gantiva,Bogota-Hack-2-2017,Gantiva,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,45.83,0,- - -,- - -,43.59,79.49,0,1st Phase
Gantiva,Bogota-Hack-2-2017,Gantiva,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,50,64.29,- - -,- - -,- - -,1st Phase
Dandarprox,Bogota-Hack-2-2017,Dandarprox,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,12.5,26.19,- - -,- - -,- - -,1st Phase
Dandarprox,Bogota-Hack-2-2017,Dandarprox,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,29.17,43.75,- - -,- - -,43.59,38.46,58.97,1st Phase
debeltranc,Bogota-Hack-2-2017,debeltranc,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,25,62.5,- - -,- - -,0,15.38,64.1,1st Phase
debeltranc,Bogota-Hack-2-2017,debeltranc,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,88.1,- - -,- - -,- - -,1st Phase
ykchautai,Bogota-Hack-2-2017,ykchautai,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,64.29,- - -,- - -,- - -,1st Phase
ykchautai,Bogota-Hack-2-2017,ykchautai,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,29.17,62.5,- - -,- - -,43.59,38.46,64.1,1st Phase
ligibrial,Bogota-Hack-2-2017,ligibrial,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,37.5,47.62,- - -,- - -,- - -,1st Phase
ligibrial,Bogota-Hack-2-2017,ligibrial,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,62.5,- - -,- - -,0,66.67,64.1,1st Phase
davidrh195,Bogota-Hack-2-2017,davidrh195,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,1st Phase
JulianaNino,Bogota-Hack-2-2017,JulianaNino,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,25,33.33,- - -,- - -,- - -,1st Phase
JulianaNino,Bogota-Hack-2-2017,JulianaNino,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,0,29.17,0,- - -,- - -,0,38.46,0,1st Phase
luegilca,Bogota-Hack-2-2017,luegilca,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,37.5,47.62,- - -,- - -,- - -,1st Phase
luegilca,Bogota-Hack-2-2017,luegilca,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,29.17,62.5,- - -,- - -,0,38.46,64.1,1st Phase
Yelis3,Bogota-Hack-2-2017,Yelis3,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,95.24,- - -,- - -,- - -,1st Phase
Yelis3,Bogota-Hack-2-2017,Yelis3,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,40,41.67,62.5,- - -,- - -,84.62,76.92,64.1,1st Phase
begarzonf,Bogota-Hack-2-2017,begarzonf,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,47.62,- - -,- - -,- - -,1st Phase
begarzonf,Bogota-Hack-2-2017,begarzonf,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,75,- - -,- - -,43.59,15.38,92.31,1st Phase
kmendezp96,Bogota-Hack-2-2017,kmendezp96,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,50,64.29,- - -,- - -,- - -,1st Phase
kmendezp96,Bogota-Hack-2-2017,kmendezp96,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,40,33.33,62.5,- - -,- - -,84.62,66.67,64.1,1st Phase
leguzman,Bogota-Hack-2-2017,leguzman,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,25,33.33,- - -,- - -,- - -,1st Phase
leguzman,Bogota-Hack-2-2017,leguzman,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,45.83,62.5,- - -,- - -,43.59,79.49,64.1,1st Phase
luealfonsoru,Bogota-Hack-2-2017,luealfonsoru,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,78.57,- - -,- - -,- - -,1st Phase
luealfonsoru,Bogota-Hack-2-2017,luealfonsoru,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,29.17,62.5,- - -,- - -,0,38.46,64.1,1st Phase
oserasoa,Bogota-Hack-2-2017,oserasoa,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,25,33.33,- - -,- - -,- - -,1st Phase
oserasoa,Bogota-Hack-2-2017,oserasoa,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,29.17,0,- - -,- - -,0,38.46,0,1st Phase
lsfinite,Bogota-Hack-2-2017,lsfinite,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,12.5,26.19,- - -,- - -,- - -,1st Phase
lsfinite,Bogota-Hack-2-2017,lsfinite,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,15.38,48.72,1st Phase
xdanielsb,Bogota-Hack-2-2017,xdanielsb,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,95.24,- - -,- - -,- - -,1st Phase
xdanielsb,Bogota-Hack-2-2017,xdanielsb,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,60,37.5,75,- - -,- - -,89.74,71.79,92.31,1st Phase
